onset	duration	TrialNum	BlockNum	TrialType	RT 	stim_file
6	1	1	1	fractal_square	n/a	fractal_17.png
7.5	1	2	1	fractal_square	n/a	fractal_5.png
9	1	3	1	fractal_square	n/a	fractal_2.png
10.5	1	4	1	fractal_square	n/a	fractal_10.png
12	1	5	1	fractal_square	0.7547258	fractal_10.png
13.5	1	6	1	fractal_square	n/a	fractal_13.png
15	1	7	1	fractal_square	n/a	fractal_28.png
16.5	1	8	1	fractal_square	n/a	fractal_36.png
18	1	9	1	fractal_square	n/a	fractal_24.png
19.5	1	10	1	fractal_square	n/a	fractal_25.png
30	1	11	2	scramble_square	n/a	scramble_15.png
31.5	1	12	2	scramble_square	n/a	scramble_21.png
33	1	13	2	scramble_square	n/a	scramble_12.png
34.5	1	14	2	scramble_square	n/a	scramble_35.png
36	1	15	2	scramble_square	n/a	scramble_7.png
37.5	1	16	2	scramble_square	n/a	scramble_36.png
39	1	17	2	scramble_square	0.8979299	scramble_36.png
40.5	1	18	2	scramble_square	n/a	scramble_17.png
42	1	19	2	scramble_square	n/a	scramble_11.png
43.5	1	20	2	scramble_square	n/a	scramble_3.png
54	1	21	3	fractal_diamond	n/a	fractal_39.png
55.5	1	22	3	fractal_diamond	n/a	fractal_68.png
57	1	23	3	fractal_diamond	n/a	fractal_51.png
58.5	1	24	3	fractal_diamond	n/a	fractal_41.png
60	1	25	3	fractal_diamond	n/a	fractal_58.png
61.5	1	26	3	fractal_diamond	0.9657103	fractal_58.png
63	1	27	3	fractal_diamond	n/a	fractal_38.png
64.5	1	28	3	fractal_diamond	n/a	fractal_50.png
66	1	29	3	fractal_diamond	n/a	fractal_42.png
67.5	1	30	3	fractal_diamond	n/a	fractal_64.png
78	1	31	4	scramble_diamond	n/a	scramble_40.png
79.5	1	32	4	scramble_diamond	n/a	scramble_61.png
81	1	33	4	scramble_diamond	n/a	scramble_52.png
82.5	1	34	4	scramble_diamond	0.9825383	scramble_52.png
84	1	35	4	scramble_diamond	n/a	scramble_70.png
85.5	1	36	4	scramble_diamond	n/a	scramble_63.png
87	1	37	4	scramble_diamond	n/a	scramble_43.png
88.5	1	38	4	scramble_diamond	n/a	scramble_45.png
90	1	39	4	scramble_diamond	n/a	scramble_53.png
91.5	1	40	4	scramble_diamond	n/a	scramble_38.png
102	1	41	5	fractal_square	n/a	fractal_21.png
103.5	1	42	5	fractal_square	n/a	fractal_32.png
105	1	43	5	fractal_square	n/a	fractal_19.png
106.5	1	44	5	fractal_square	n/a	fractal_27.png
108	1	45	5	fractal_square	n/a	fractal_1.png
109.5	1	46	5	fractal_square	n/a	fractal_14.png
111	1	47	5	fractal_square	n/a	fractal_18.png
112.5	1	48	5	fractal_square	n/a	fractal_23.png
114	1	49	5	fractal_square	0.9385799	fractal_23.png
115.5	1	50	5	fractal_square	n/a	fractal_9.png
126	1	51	6	scramble_square	n/a	scramble_28.png
127.5	1	52	6	scramble_square	n/a	scramble_30.png
129	1	53	6	scramble_square	n/a	scramble_19.png
130.5	1	54	6	scramble_square	n/a	scramble_26.png
132	1	55	6	scramble_square	n/a	scramble_24.png
133.5	1	56	6	scramble_square	n/a	scramble_10.png
135	1	57	6	scramble_square	0.999003	scramble_10.png
136.5	1	58	6	scramble_square	n/a	scramble_33.png
138	1	59	6	scramble_square	n/a	scramble_1.png
139.5	1	60	6	scramble_square	n/a	scramble_31.png
150	1	61	7	fractal_diamond	n/a	fractal_72.png
151.5	1	62	7	fractal_diamond	n/a	fractal_63.png
153	1	63	7	fractal_diamond	n/a	fractal_71.png
154.5	1	64	7	fractal_diamond	n/a	fractal_48.png
156	1	65	7	fractal_diamond	n/a	fractal_52.png
157.5	1	66	7	fractal_diamond	0.9989787	fractal_52.png
159	1	67	7	fractal_diamond	n/a	fractal_53.png
160.5	1	68	7	fractal_diamond	n/a	fractal_40.png
162	1	69	7	fractal_diamond	n/a	fractal_45.png
163.5	1	70	7	fractal_diamond	n/a	fractal_65.png
174	1	71	8	scramble_diamond	n/a	scramble_51.png
175.5	1	72	8	scramble_diamond	n/a	scramble_65.png
177	1	73	8	scramble_diamond	n/a	scramble_42.png
178.5	1	74	8	scramble_diamond	0.9992333	scramble_42.png
180	1	75	8	scramble_diamond	n/a	scramble_41.png
181.5	1	76	8	scramble_diamond	n/a	scramble_54.png
183	1	77	8	scramble_diamond	n/a	scramble_47.png
184.5	1	78	8	scramble_diamond	n/a	scramble_68.png
186	1	79	8	scramble_diamond	n/a	scramble_37.png
187.5	1	80	8	scramble_diamond	n/a	scramble_66.png
198	1	81	9	fractal_square	n/a	fractal_29.png
199.5	1	82	9	fractal_square	n/a	fractal_12.png
201	1	83	9	fractal_square	0.9998144	fractal_12.png
202.5	1	84	9	fractal_square	n/a	fractal_35.png
204	1	85	9	fractal_square	n/a	fractal_31.png
205.5	1	86	9	fractal_square	n/a	fractal_34.png
207	1	87	9	fractal_square	n/a	fractal_7.png
208.5	1	88	9	fractal_square	n/a	fractal_20.png
210	1	89	9	fractal_square	n/a	fractal_15.png
211.5	1	90	9	fractal_square	n/a	fractal_26.png
222	1	91	10	scramble_square	n/a	scramble_8.png
223.5	1	92	10	scramble_square	0.9986142	scramble_8.png
225	1	93	10	scramble_square	n/a	scramble_34.png
226.5	1	94	10	scramble_square	n/a	scramble_14.png
228	1	95	10	scramble_square	n/a	scramble_6.png
229.5	1	96	10	scramble_square	n/a	scramble_18.png
231	1	97	10	scramble_square	n/a	scramble_2.png
232.5	1	98	10	scramble_square	n/a	scramble_16.png
234	1	99	10	scramble_square	n/a	scramble_29.png
235.5	1	100	10	scramble_square	n/a	scramble_32.png
246	1	101	11	fractal_diamond	n/a	fractal_59.png
247.5	1	102	11	fractal_diamond	0.9994562	fractal_59.png
249	1	103	11	fractal_diamond	n/a	fractal_56.png
250.5	1	104	11	fractal_diamond	n/a	fractal_47.png
252	1	105	11	fractal_diamond	n/a	fractal_69.png
253.5	1	106	11	fractal_diamond	n/a	fractal_66.png
255	1	107	11	fractal_diamond	n/a	fractal_70.png
256.5	1	108	11	fractal_diamond	n/a	fractal_61.png
258	1	109	11	fractal_diamond	n/a	fractal_37.png
259.5	1	110	11	fractal_diamond	n/a	fractal_43.png
270	1	111	12	scramble_diamond	n/a	scramble_62.png
271.5	1	112	12	scramble_diamond	n/a	scramble_39.png
273	1	113	12	scramble_diamond	n/a	scramble_69.png
274.5	1	114	12	scramble_diamond	n/a	scramble_56.png
276	1	115	12	scramble_diamond	n/a	scramble_71.png
277.5	1	116	12	scramble_diamond	n/a	scramble_67.png
279	1	117	12	scramble_diamond	0.9624296	scramble_67.png
280.5	1	118	12	scramble_diamond	n/a	scramble_55.png
282	1	119	12	scramble_diamond	n/a	scramble_60.png
283.5	1	120	12	scramble_diamond	n/a	scramble_64.png
294	1	121	13	fractal_square	n/a	fractal_4.png
295.5	1	122	13	fractal_square	n/a	fractal_11.png
297	1	123	13	fractal_square	n/a	fractal_33.png
298.5	1	124	13	fractal_square	n/a	fractal_6.png
300	1	125	13	fractal_square	n/a	fractal_30.png
301.5	1	126	13	fractal_square	n/a	fractal_8.png
303	1	127	13	fractal_square	0.9992071	fractal_8.png
304.5	1	128	13	fractal_square	n/a	fractal_3.png
306	1	129	13	fractal_square	n/a	fractal_16.png
307.5	1	130	13	fractal_square	n/a	fractal_22.png
318	1	131	14	scramble_square	n/a	scramble_5.png
319.5	1	132	14	scramble_square	n/a	scramble_20.png
321	1	133	14	scramble_square	0.9948464	scramble_20.png
322.5	1	134	14	scramble_square	n/a	scramble_23.png
324	1	135	14	scramble_square	n/a	scramble_4.png
325.5	1	136	14	scramble_square	n/a	scramble_22.png
327	1	137	14	scramble_square	n/a	scramble_9.png
328.5	1	138	14	scramble_square	n/a	scramble_13.png
330	1	139	14	scramble_square	n/a	scramble_27.png
331.5	1	140	14	scramble_square	n/a	scramble_25.png
342	1	141	15	fractal_diamond	n/a	fractal_67.png
343.5	1	142	15	fractal_diamond	n/a	fractal_54.png
345	1	143	15	fractal_diamond	n/a	fractal_60.png
346.5	1	144	15	fractal_diamond	n/a	fractal_44.png
348	1	145	15	fractal_diamond	n/a	fractal_46.png
349.5	1	146	15	fractal_diamond	0.9992021	fractal_46.png
351	1	147	15	fractal_diamond	n/a	fractal_57.png
352.5	1	148	15	fractal_diamond	n/a	fractal_55.png
354	1	149	15	fractal_diamond	n/a	fractal_62.png
355.5	1	150	15	fractal_diamond	n/a	fractal_49.png
366	1	151	16	scramble_diamond	n/a	scramble_59.png
367.5	1	152	16	scramble_diamond	n/a	scramble_48.png
369	1	153	16	scramble_diamond	n/a	scramble_46.png
370.5	1	154	16	scramble_diamond	n/a	scramble_49.png
372	1	155	16	scramble_diamond	n/a	scramble_50.png
373.5	1	156	16	scramble_diamond	n/a	scramble_57.png
375	1	157	16	scramble_diamond	n/a	scramble_44.png
376.5	1	158	16	scramble_diamond	0.9983472	scramble_44.png
378	1	159	16	scramble_diamond	n/a	scramble_72.png
379.5	1	160	16	scramble_diamond	n/a	scramble_58.png